,Pos,School,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Height,Drafted
4686,DT,Syracuse,306.0,5.06,33.5,26.0,106.0,7.92,4.78,6.25,1
4687,S,Florida State,198.0,4.42,38.0,10.0,119.0,7.35,,5.92,1
4688,OLB,Illinois,238.0,5.03,31.0,16.0,108.0,7.77,4.56,6.0,0
4689,WR,Pittsburg State,179.0,4.34,36.5,,119.0,6.91,4.12,5.83,1
4690,WR,Ohio State,178.0,4.51,33.0,,116.0,7.16,4.22,5.92,0
4691,ILB,Louisville,251.0,4.86,33.0,23.0,116.0,6.98,4.26,6.08,1
4692,WR,Clemson,211.0,4.42,39.0,16.0,124.0,7.18,4.15,6.33,1
4693,S,Washington State,211.0,4.49,36.5,19.0,125.0,6.96,4.26,6.08,1
4694,ILB,Michigan State,249.0,4.78,31.0,30.0,112.0,7.22,4.3,6.25,0
4695,WR,Fresno State,188.0,4.58,31.0,16.0,115.0,6.74,3.94,5.83,0
4696,WR,Florida,224.0,4.62,30.0,,112.0,7.14,4.32,6.17,0
4697,WR,Wake Forest,192.0,4.46,39.0,20.0,122.0,6.77,4.01,5.75,1
4698,RB,Arizona,207.0,4.69,32.5,19.0,115.0,7.08,4.38,5.75,1
4699,QB,Fresno State,214.0,4.69,34.5,,110.0,,4.2,6.17,1
4700,DT,Arkansas State,337.0,5.47,26.0,32.0,88.0,7.89,4.6,6.08,1
4701,CB,Ohio,206.0,4.49,,17.0,,,,6.0,1
4702,P,Auburn,231.0,5.18,,,,,,6.42,0
4704,DE,West Virginia,271.0,4.77,32.0,22.0,112.0,7.26,4.57,6.5,1
4705,S,Alabama,208.0,4.58,33.0,11.0,119.0,7.16,4.16,6.08,1
4706,DE,South Carolina,266.0,4.53,37.5,21.0,124.0,7.27,4.43,6.42,1
4707,CB,Duke,191.0,4.56,36.5,10.0,122.0,7.28,4.32,6.0,1
4708,WR,Rutgers,225.0,4.56,32.5,21.0,,7.33,4.51,6.5,0
4709,DT,California,314.0,5.12,,24.0,,,,6.42,0
4710,WR,Northwestern,198.0,4.71,,,,,,5.83,0
4711,CB,Oklahoma,177.0,4.51,,,,,,5.92,1
4712,WR,Oregon State,189.0,4.33,36.0,16.0,120.0,6.76,3.81,5.83,1
4713,WR,Louisville,184.0,4.5,40.0,12.0,120.0,6.53,3.9,5.92,0
4714,FB,LSU,271.0,4.95,28.5,23.0,111.0,7.68,4.58,5.92,0
4715,RB,UNLV,209.0,4.48,34.5,,125.0,7.01,4.26,6.0,0
4716,DE,Oregon State,273.0,4.84,31.5,24.0,108.0,7.19,4.29,6.25,1
4717,RB,Arkansas,224.0,4.57,38.0,23.0,117.0,,,5.92,0
4718,CB,Auburn,202.0,4.54,,15.0,,,,5.83,0
4719,WR,Texas,197.0,4.52,,10.0,,,,6.0,0
4720,TE,Kansas,235.0,4.69,32.5,,,,,6.33,0
4721,CB,Michigan State,199.0,4.52,,15.0,,,,5.92,1
4722,CB,Lindenwood,198.0,4.59,35.0,11.0,133.0,6.86,4.3,6.08,1
4723,S,Baylor,212.0,4.64,32.0,14.0,111.0,7.55,4.5,6.0,1
4724,CB,Northwest Missouri State,203.0,4.41,32.5,17.0,117.0,7.15,4.27,5.92,1
4725,DT,Pittsburgh,285.0,4.68,32.0,35.0,116.0,7.11,4.39,6.08,1
4726,S,Western Kentucky,190.0,4.52,33.5,8.0,118.0,7.04,4.24,6.25,1
4727,OG,Furman,313.0,5.42,24.0,23.0,101.0,8.14,4.89,6.33,1
4728,TE,Dixie State,268.0,4.79,,35.0,,,,6.25,0
4729,DE,Missouri,273.0,4.92,31.0,22.0,114.0,6.83,4.45,6.33,1
4730,DT,Florida,288.0,4.93,,26.0,,,,6.17,1
4731,TE,North Carolina,250.0,4.6,32.0,24.0,120.0,,,6.33,1
4732,OLB,Boston Col.,253.0,4.79,34.5,19.0,115.0,7.2,4.35,6.17,0
4733,OG,Tennessee State,313.0,5.25,27.0,26.0,99.0,7.95,4.82,6.33,1
4734,WR,South Carolina,197.0,4.45,39.5,15.0,120.0,6.69,3.95,5.75,1
4735,DT,Louisiana Tech,334.0,5.27,28.0,25.0,92.0,7.81,4.75,6.08,1
4736,DE,Louisiana Tech,261.0,4.86,34.0,28.0,112.0,7.67,4.65,6.08,1
4737,WR,Nebraska,225.0,4.41,,19.0,,,,6.17,1
4738,WR,Texas A&M,231.0,4.53,37.0,12.0,,7.08,4.26,6.42,1
4739,WR,UCLA,213.0,4.51,34.5,13.0,122.0,7.07,4.21,6.08,1
4740,CB,Virginia Tech,213.0,4.59,35.0,17.0,117.0,7.05,4.13,6.0,1
4741,QB,San Jose State,212.0,4.99,28.0,,103.0,7.55,4.5,6.17,1
4742,OT,Bloomsburg,330.0,5.37,26.5,36.0,103.0,8.13,4.86,6.5,0
4743,K,Texas,211.0,4.85,,,,,,6.08,0
4744,DT,LSU,315.0,4.98,,24.0,,,,6.25,1
4745,TE,Iowa,265.0,4.76,31.5,25.0,116.0,7.1,4.26,6.42,1
4746,RB,SMU,207.0,4.75,32.0,20.0,113.0,7.07,,5.75,0
4747,OT,Stanford,323.0,5.28,23.5,26.0,97.0,8.24,5.0,6.42,1
4748,RB,Toledo,224.0,4.72,36.5,,120.0,6.9,,5.92,0
4749,DE,Auburn,252.0,,,,,,,6.17,1
4750,OLB,California,248.0,4.7,36.0,30.0,120.0,,,6.17,1
4751,WR,Michigan State,217.0,4.52,36.0,,126.0,7.06,4.18,6.08,0
4752,WR,New Mexico State,189.0,4.56,36.0,7.0,124.0,7.07,4.33,5.92,0
4753,RB,Florida State,206.0,4.58,31.5,,118.0,7.11,4.26,5.67,1
4755,CB,Virginia Tech,190.0,4.49,38.5,12.0,128.0,6.9,4.19,6.0,1
4756,OG,Tennessee,316.0,5.16,24.5,25.0,98.0,7.87,5.16,6.42,1
4757,RB,Stanford,220.0,4.49,36.5,,116.0,6.78,4.18,5.92,1
4758,CB,Missouri,190.0,4.44,,15.0,,,,5.83,1
4759,CB,Rice,193.0,4.38,36.5,11.0,122.0,6.62,4.04,6.0,1
4760,WR,Michigan,185.0,4.49,,15.0,,,,5.58,1
4761,QB,East. Illinois,226.0,4.97,30.5,,110.0,7.04,4.26,6.17,1
4762,DE,Virginia Tech,259.0,4.7,37.0,26.0,122.0,7.19,4.27,6.33,0
4763,ILB,Iowa State,234.0,4.91,33.0,28.0,116.0,,,5.92,1
4764,CB,Oklahoma State,202.0,4.37,35.5,20.0,126.0,6.92,,6.0,1
4765,TE,Colorado State,260.0,4.89,33.5,,120.0,7.42,4.44,6.5,1
4766,CB,Baylor,194.0,4.52,37.0,11.0,123.0,6.8,4.34,5.92,1
4767,WR,Tulane,199.0,4.64,35.5,8.0,119.0,6.68,4.11,6.0,1
4768,RB,Arizona State,208.0,4.67,,,,,,6.0,1
4769,TE,USC,257.0,4.76,26.5,,113.0,,,6.33,0
4770,OG,Wisconsin,316.0,5.19,26.5,26.0,108.0,7.49,4.47,6.42,0
4771,DT,Minnesota,310.0,4.92,35.5,32.0,114.0,7.87,4.5,6.5,1
4772,CB,Vanderbilt,188.0,4.5,35.5,15.0,119.0,7.14,4.27,5.83,1
4773,OG,Florida,323.0,5.34,21.5,,100.0,8.26,4.83,6.25,1
4774,CB,South Carolina,197.0,4.69,33.5,20.0,118.0,7.01,4.2,5.75,0
4775,C,Florida,304.0,5.15,27.0,27.0,113.0,7.97,4.86,6.25,0
4776,DE,Oregon,281.0,4.92,,21.0,,,,6.5,1
4777,WR,Coastal Carolina,198.0,4.5,36.5,15.0,118.0,7.08,4.2,6.08,1
4778,LS,Kansas State,258.0,4.91,29.0,,115.0,,,6.25,0
4779,OT,Miami (FL),331.0,5.04,24.0,,95.0,8.15,4.77,6.58,1
4780,WR,Wyoming,193.0,4.48,35.5,18.0,125.0,6.84,4.27,5.75,1
4781,FB,Stanford,246.0,4.87,33.0,,109.0,7.04,4.35,6.33,0
4782,RB,LSU,233.0,4.56,29.0,20.0,113.0,,,6.08,1
4783,OLB,Iowa,240.0,4.74,31.5,23.0,116.0,7.15,4.45,6.0,1
4784,K,Arkansas,189.0,4.9,,,,,,6.0,1
4785,WR,BYU,223.0,4.65,27.5,13.0,108.0,6.89,4.2,6.33,0
4786,P,Memphis,221.0,5.05,,,,,,6.25,0
4787,OLB,Alabama,257.0,4.69,38.5,,117.0,,,6.5,0
4788,WR,Oregon,206.0,4.51,35.5,14.0,116.0,,,5.92,1
4789,S,Wyoming,196.0,4.49,35.5,15.0,118.0,7.26,4.19,5.92,1
4790,WR,Miami (FL),198.0,4.55,31.0,14.0,120.0,7.23,4.5,6.08,0
4791,OT,North Carolina,296.0,5.59,,,,,,6.42,0
4792,RB,Ohio State,230.0,4.62,34.5,19.0,114.0,,,6.0,1
4793,DT,Texas Tech,290.0,5.1,29.5,20.0,108.0,7.23,4.33,6.17,0
4794,DT,Notre Dame,331.0,5.32,25.5,,97.0,8.29,4.94,6.17,1
4795,C,Oklahoma,304.0,5.13,26.0,22.0,103.0,7.3,4.37,6.33,0
4796,ILB,Western Kentucky,254.0,4.9,,,,,,6.08,1
4797,CB,Notre Dame,195.0,4.51,38.0,13.0,128.0,6.75,4.0,6.0,1
4798,OG,Mississippi State,336.0,5.34,29.0,30.0,108.0,8.25,4.78,6.25,1
4799,TE,McNeese State,269.0,4.89,,15.0,,,,6.42,0
4800,OT,Tennessee,311.0,5.26,29.0,22.0,103.0,7.42,4.56,6.5,1
4801,CB,Maine,180.0,4.44,39.0,9.0,,6.81,4.19,5.83,1
4802,WR,Saginaw Valley State,219.0,4.42,37.5,20.0,123.0,6.64,3.98,6.25,1
4803,CB,Nebraska,218.0,4.61,41.5,13.0,128.0,,4.33,6.25,1
4804,DE,Texas,247.0,4.63,36.0,18.0,123.0,6.97,4.18,6.25,0
4806,TE,Fresno State,259.0,4.85,35.0,24.0,115.0,7.38,4.6,6.5,0
4807,DT,Florida State,299.0,5.06,29.5,27.0,102.0,,4.83,6.17,1
4808,DT,LSU,308.0,5.24,24.5,20.0,102.0,7.93,4.83,6.17,0
4809,CB,North Carolina State,200.0,4.41,38.5,12.0,124.0,6.82,4.24,6.17,1
4810,RB,Central Florida,209.0,4.6,35.5,16.0,118.0,,,6.0,1
4811,C,Vanderbilt,297.0,5.11,29.0,26.0,111.0,7.4,4.64,6.42,1
4812,OLB,Florida State,240.0,4.68,33.5,,115.0,,,6.25,0
4813,DT,Penn State,322.0,5.35,27.5,25.0,101.0,7.73,4.78,6.33,1
4814,OLB,Shepherd,235.0,4.6,40.5,21.0,124.0,7.16,4.41,6.17,0
4815,WR,Notre Dame,188.0,4.46,33.0,,119.0,6.82,4.27,6.0,1
4816,FB,Missouri Western State,240.0,4.77,30.0,24.0,116.0,7.22,4.3,6.25,0
4817,RB,Missouri,194.0,4.43,34.5,20.0,118.0,7.07,4.13,5.67,0
4818,CB,Florida State,184.0,4.55,37.5,14.0,124.0,7.26,4.4,5.67,1
4819,WR,LSU,198.0,4.38,38.5,7.0,122.0,6.69,3.94,5.92,1
4820,RB,Florida State,232.0,4.65,35.0,18.0,121.0,6.92,4.24,6.25,0
4821,OLB,USC,249.0,4.7,30.0,23.0,113.0,7.25,4.32,6.25,1
4822,DT,Tennessee,326.0,5.06,28.5,28.0,99.0,7.93,4.71,6.08,0
4823,OLB,Iowa,233.0,4.72,32.0,16.0,122.0,,,6.17,1
4824,OT,Alabama,322.0,5.59,27.5,21.0,96.0,7.71,4.84,6.58,1
4825,S,Vanderbilt,207.0,4.7,36.5,24.0,127.0,,,6.0,0
4826,WR,LSU,205.0,4.65,28.5,12.0,110.0,,,5.92,1
4827,C,Utah State,313.0,5.17,23.5,36.0,102.0,8.22,4.7,6.33,0
4828,WR,Indiana,215.0,4.52,,23.0,,,,6.17,1
4829,DE,Boise State,251.0,4.8,34.5,20.0,113.0,7.46,4.31,6.25,1
4830,CB,Utah State,190.0,4.48,33.0,16.0,120.0,7.12,4.4,5.75,1
4831,WR,USC,192.0,4.52,38.0,,127.0,,4.01,6.0,1
4832,OG,Boise State,303.0,5.25,29.0,21.0,108.0,7.57,4.4,6.33,1
4833,TE,Tennessee State,252.0,4.5,34.0,20.0,128.0,,,6.17,0
4834,P,Houston,211.0,5.1,,,,,,6.25,0
4835,OT,Michigan,309.0,4.87,30.5,29.0,117.0,7.39,4.49,6.58,1
4836,S,Michigan State,211.0,4.6,36.5,15.0,122.0,7.05,4.47,5.83,0
4837,OG,Miami (FL),311.0,5.35,26.5,30.0,100.0,,,6.5,1
4838,C,Ohio State,296.0,5.24,27.0,36.0,,,,6.25,1
4839,OLB,Oregon,225.0,4.66,,,122.0,7.15,4.3,6.17,0
4840,OG,Nebraska,320.0,5.16,,,,,,6.42,1
4841,S,LSU,217.0,4.65,32.5,12.0,119.0,7.15,4.35,6.08,0
4842,OT,Kansas State,316.0,5.29,,,,,,6.67,0
4843,WR,Missouri,218.0,4.6,36.0,20.0,124.0,7.07,4.25,6.33,0
4844,TE,Oregon,242.0,4.61,39.0,15.0,128.0,,,6.33,0
4845,DE,South Florida,249.0,4.76,,18.0,,,,6.42,1
4846,TE,Georgia,258.0,4.82,29.5,28.0,116.0,7.38,4.35,6.42,1
4847,QB,Northern Illinois,217.0,4.76,29.5,,109.0,6.55,4.2,6.0,0
4848,OLB,Buffalo,251.0,4.65,40.0,23.0,128.0,7.08,4.18,6.25,1
4849,P,Alabama,216.0,4.89,27.0,,109.0,,,6.17,0
4850,DT,BYU,296.0,5.16,28.0,29.0,101.0,7.78,4.61,6.17,0
4851,QB,Texas A&M,207.0,4.68,31.5,,113.0,6.75,4.03,6.0,1
4852,DE,UCLA,252.0,4.89,32.0,14.0,108.0,7.08,4.25,6.33,1
4853,DE,North Carolina,272.0,4.72,35.5,22.0,129.0,7.2,4.33,6.5,1
4854,C,USC,320.0,5.38,,23.0,,,,6.25,1
4855,OG,Notre Dame,308.0,5.22,28.0,29.0,106.0,7.65,4.59,6.33,1
4857,RB,Auburn,207.0,4.5,38.5,,126.0,,4.15,5.67,1
4858,QB,Cornell,223.0,5.26,25.5,,105.0,7.14,4.36,6.33,0
4859,OT,Texas A&M,308.0,5.07,30.5,24.0,105.0,7.34,4.47,6.42,1
4860,WR,Vanderbilt,212.0,4.46,35.5,21.0,120.0,6.95,4.18,6.25,1
4861,DE,Stanford,271.0,5.21,32.0,21.0,116.0,7.43,4.51,6.5,0
4862,QB,Alabama,220.0,4.94,28.0,,99.0,7.18,4.34,6.25,1
4863,DT,Tennessee,352.0,5.18,20.5,27.0,97.0,,,6.58,1
4864,CB,Maryland,196.0,4.47,,,,,,5.83,1
4865,CB,Utah,211.0,4.51,39.0,,129.0,7.29,4.18,6.25,1
4866,RB,Georgia Southern,209.0,4.41,40.5,32.0,132.0,6.83,4.12,5.75,1
4867,QB,LSU,224.0,,,,,,,6.42,1
4868,OT,Ohio State,309.0,5.37,26.0,28.0,101.0,7.79,4.64,6.5,1
4869,FB,Oklahoma,247.0,4.64,,,,,,6.17,1
4870,DE,South Florida,260.0,4.95,27.5,17.0,109.0,,,6.33,0
4871,CB,Oregon,192.0,4.63,34.0,,117.0,6.57,4.0,5.92,1
4872,WR,Mississippi,221.0,4.4,39.5,13.0,132.0,7.02,4.3,6.17,1
4873,DE,Concordia (MN),269.0,4.84,33.5,23.0,123.0,7.41,4.46,6.42,1
4874,ILB,Iowa,241.0,4.8,34.5,18.0,117.0,6.94,4.36,6.08,0
4875,QB,Miami (FL),213.0,4.63,30.0,,111.0,7.36,4.49,6.17,0
4876,OT,Virginia,314.0,5.35,21.5,,106.0,7.93,4.95,6.5,1
4877,ILB,Alabama,234.0,4.65,35.0,,118.0,7.3,4.4,6.17,1
4878,RB,San Diego State,202.0,4.56,,,,,,5.83,0
4879,TE,Utah,249.0,4.79,33.0,24.0,114.0,7.18,4.27,6.33,0
4880,DE,Stanford,250.0,4.86,35.5,19.0,118.0,6.78,4.2,6.42,1
4881,QB,Georgia,207.0,4.84,,,,,,6.0,1
4882,TE,Baylor,256.0,4.93,32.5,18.0,112.0,7.14,4.47,6.5,0
4883,OLB,Ball State,247.0,4.73,34.0,21.0,117.0,7.31,4.63,6.25,1
4884,TE,Notre Dame,270.0,4.84,32.0,27.0,114.0,7.57,4.55,6.5,1
4885,WR,Alabama,198.0,4.48,33.0,8.0,121.0,6.68,4.32,6.17,1
4886,OLB,BYU,243.0,4.71,32.5,21.0,112.0,7.22,4.2,6.25,1
4887,P,Miami (FL),220.0,4.64,30.5,23.0,120.0,,,6.33,1
4888,DE,Alabama,310.0,4.92,,,,,,6.25,1
4889,DT,Utah,298.0,5.1,30.5,31.0,111.0,7.67,4.53,6.08,0
4890,C,Boise State,306.0,5.34,26.0,23.0,103.0,7.6,4.46,6.25,1
4891,OT,Boston Col.,302.0,4.97,33.5,22.0,,,,6.5,0
4892,TE,Wisconsin,238.0,4.82,28.5,,111.0,7.55,4.4,6.25,0
4893,RB,Mississippi State,195.0,4.46,35.5,23.0,124.0,7.08,4.3,5.58,0
4894,OLB,Boston Col.,232.0,4.51,39.0,28.0,128.0,6.92,4.02,6.0,1
4895,OLB,Florida,237.0,4.65,35.5,21.0,114.0,,,6.25,1
4896,CB,North Carolina,200.0,4.45,,16.0,,7.04,4.3,5.92,1
4897,S,Louisville,207.0,4.58,34.5,18.0,116.0,,,5.92,1
4898,CB,Florida,190.0,4.61,35.5,6.0,120.0,,,5.92,0
4899,DT,South Carolina,297.0,5.03,23.5,27.0,102.0,,,6.33,0
4900,DT,Boston Col.,293.0,,,36.0,,,,6.25,1
4901,CB,Florida Atlantic,189.0,4.43,,22.0,,,,5.92,1
4902,RB,USC,212.0,4.7,37.0,18.0,122.0,,,5.83,0
4903,WR,Baylor,163.0,4.46,41.0,,132.0,6.63,4.18,5.83,1
4904,DT,Princeton,302.0,4.91,26.5,20.0,106.0,7.59,4.58,6.17,1
4905,OLB,Utah,245.0,4.67,,26.0,,,,6.42,1
4906,QB,North Carolina,228.0,4.87,25.5,,108.0,7.22,4.3,6.25,0
4908,S,Stanford,207.0,4.57,32.5,15.0,117.0,,,6.08,1
4909,CB,Oregon State,189.0,4.51,37.5,20.0,123.0,6.72,4.0,5.83,0
4910,OT,Tennessee,336.0,5.3,24.5,36.0,,,,6.5,0
4911,OG,Baylor,329.0,5.36,25.5,25.0,91.0,7.7,4.83,6.42,1
4912,WR,Colorado,175.0,4.4,38.0,,124.0,7.09,,6.0,1
4913,C,Colorado State,298.0,5.1,25.5,25.0,106.0,7.93,4.63,6.25,1
4914,CB,Florida,191.0,4.61,37.5,8.0,120.0,6.84,4.08,6.0,0
4915,WR,Penn State,220.0,4.6,39.0,,127.0,7.0,4.0,6.25,1
4916,OT,Auburn,332.0,4.92,28.5,32.0,113.0,7.8,4.86,6.42,1
4917,CB,Ohio State,194.0,4.39,38.5,17.0,124.0,,4.04,5.92,1
4918,TE,California,257.0,4.87,31.5,16.0,116.0,7.23,4.47,6.33,1
4919,DE,Missouri,261.0,4.91,25.5,17.0,114.0,7.8,4.7,6.17,1
4920,RB,Washington,209.0,4.49,35.5,26.0,126.0,6.75,4.0,5.75,1
4921,K,Tulane,164.0,4.76,,,,,,5.67,0
4922,WR,Oklahoma,165.0,4.44,34.0,,122.0,,,5.75,1
4923,QB,Pittsburgh,228.0,4.97,27.0,,105.0,7.33,4.36,6.33,1
4924,OT,Michigan,301.0,5.01,24.0,,93.0,7.62,4.57,6.5,1
4925,RB,Baylor,201.0,4.51,41.5,15.0,134.0,,,5.75,1
4926,TE,Washington,262.0,4.75,,20.0,,,,6.42,1
4927,QB,South Carolina,206.0,4.66,34.0,,116.0,7.07,4.33,6.0,0
4928,OLB,Ohio State,237.0,4.58,42.0,25.0,130.0,6.91,4.21,6.08,1
4929,OLB,Notre Dame,253.0,4.71,38.5,26.0,122.0,7.29,4.31,6.08,1
4930,RB,West Virginia,214.0,4.48,37.5,17.0,126.0,7.16,4.3,6.0,1
4931,ILB,Stanford,245.0,5.09,,,,,,6.17,0
4932,ILB,Connecticut,246.0,,36.5,18.0,108.0,,,6.17,1
4933,OLB,Arkansas,266.0,4.66,37.0,28.0,121.0,7.55,4.46,6.08,1
4934,RB,Syracuse,220.0,4.84,36.0,14.0,118.0,7.53,4.6,5.92,0
4935,DE,Louisville,251.0,4.66,35.0,23.0,121.0,7.48,4.47,6.25,1
4936,OLB,Florida State,218.0,4.52,31.5,,119.0,,,6.25,1
4937,WR,Ball State,195.0,4.62,33.5,11.0,113.0,7.19,4.39,5.92,0
4938,S,BYU,205.0,4.67,32.0,13.0,114.0,6.47,3.95,6.08,0
4939,S,Wisconsin,211.0,4.38,,,,,,6.0,1
4940,OLB,South Dakota,250.0,4.95,32.0,24.0,116.0,6.64,4.15,6.33,1
4941,OG,Alabama,314.0,5.33,,,,,,6.25,0
4942,DT,Connecticut,309.0,5.25,30.5,25.0,103.0,,,6.42,1
4943,WR,Oklahoma State,178.0,4.69,35.0,11.0,117.0,7.1,4.33,5.83,0
4944,DE,Alabama,287.0,4.98,,,,,,6.25,1
4945,C,Tennessee,306.0,5.17,27.5,22.0,105.0,8.16,4.63,6.33,0
4946,C,Florida State,315.0,5.44,,,,,,6.33,1
4947,WR,Pittsburgh,198.0,4.55,37.0,,124.0,6.89,4.01,6.25,1
4948,OG,UCLA,307.0,5.04,25.0,25.0,102.0,7.6,4.44,6.33,1
4949,S,Alabama,210.0,,,18.0,,,,5.92,1
4950,DT,Arizona State,303.0,5.36,28.5,24.0,99.0,7.93,4.82,6.0,1
4951,C,Arkansas,312.0,5.28,26.0,20.0,95.0,7.73,4.65,6.42,1
4952,RB,Coastal Carolina,229.0,4.58,33.0,18.0,118.0,6.88,4.22,6.0,1
4953,OG,Clemson,317.0,5.09,29.0,35.0,98.0,8.13,4.83,6.25,1
4954,RB,Oregon,174.0,4.39,32.0,8.0,124.0,,,5.75,1
4955,CB,Georgia Tech,192.0,4.52,37.0,19.0,125.0,,,5.75,1
4956,QB,Virginia Tech,248.0,4.61,35.5,,118.0,7.05,4.18,6.5,1
4957,DT,Arkansas,327.0,5.26,,32.0,,,,6.08,0
4959,DT,Southern Miss,304.0,5.03,29.0,28.0,112.0,7.83,4.76,6.25,1
4960,TE,Utah State,267.0,4.95,,,,,,6.25,0
4961,OLB,Montana,234.0,4.67,37.5,22.0,120.0,6.89,3.96,6.25,1
4962,DT,Notre Dame,304.0,4.92,,31.0,,,,6.42,1
4963,OT,North Dakota State,315.0,5.16,28.0,25.0,108.0,7.92,4.71,6.42,1
4964,OG,LSU,310.0,4.93,27.5,25.0,,,,6.25,1
4965,DT,USC,284.0,4.99,29.5,18.0,110.0,,,6.25,0
4966,ILB,BYU,231.0,4.82,,,,,,6.08,0
4967,DE,Virginia,295.0,4.98,,,,,,6.58,1
4968,OG,Penn State,313.0,5.31,29.0,30.0,102.0,7.55,4.47,6.25,1
4969,QB,West Texas A&M,235.0,4.95,29.0,,108.0,7.25,4.43,6.42,0
4970,S,Minnesota,199.0,4.47,34.0,25.0,117.0,6.9,4.07,6.0,1
4971,CB,TCU,189.0,4.38,39.0,,128.0,6.69,4.0,5.75,1
4972,S,Northern Illinois,193.0,4.59,,9.0,,,,5.92,1
4973,CB,SE Louisiana,196.0,4.57,,13.0,,,,5.92,0
4974,WR,Missouri,195.0,4.46,32.0,8.0,115.0,7.19,4.35,6.33,0
4975,CB,Florida,194.0,4.41,,22.0,,,,5.92,1
4976,WR,Clemson,211.0,4.43,34.0,16.0,126.0,6.95,4.34,6.08,1
4977,OG,Notre Dame,310.0,5.5,,29.0,,,,6.25,1
4978,TE,Bloomsburg,252.0,4.58,36.5,17.0,123.0,7.29,4.44,6.5,1
4979,QB,Ball State,218.0,5.0,28.0,,100.0,7.07,4.25,6.25,1
4980,RB,Towson,225.0,4.56,33.5,16.0,120.0,,,5.75,1
4981,DE,West Texas A&M,267.0,4.9,29.0,19.0,110.0,7.3,4.67,6.25,0
4982,CB,Georgia Southern,186.0,4.63,36.0,15.0,121.0,6.98,4.27,5.92,1
4983,DT,Texas,269.0,5.02,,,,,,6.25,0
4984,RB,Wisconsin,204.0,4.57,32.0,23.0,114.0,7.05,4.2,5.75,1
4985,RB,Boston Col.,230.0,4.56,38.0,,129.0,7.27,4.06,5.92,1
4986,RB,Oklahoma,222.0,4.45,35.5,16.0,121.0,7.37,4.25,5.92,0
4987,ILB,Kentucky,246.0,4.66,30.5,25.0,120.0,7.11,4.07,6.08,1
4988,WR,Georgia State,202.0,4.43,37.5,10.0,123.0,7.0,4.21,5.75,0
4989,DE,Richmond,266.0,4.97,34.0,31.0,113.0,,,6.42,0
4990,OG,Stanford,315.0,5.48,28.5,22.0,103.0,7.81,4.86,6.5,1
4991,OLB,UCLA,235.0,4.76,33.0,,116.0,6.99,4.25,6.33,1
4992,RB,Nebraska,205.0,4.6,42.5,24.0,130.0,6.79,3.95,5.75,1
4993,WR,USC,198.0,4.42,,12.0,,,,6.0,1
4994,RB,Boise State,221.0,4.57,39.0,19.0,121.0,7.1,4.1,6.0,1
4995,OLB,LSU,227.0,4.55,36.0,24.0,121.0,7.14,4.2,6.08,1
4996,WR,West Virginia,180.0,4.43,34.0,13.0,121.0,6.64,4.07,5.67,1
4997,RB,USC,221.0,4.53,35.5,11.0,121.0,6.96,4.28,6.0,1
4998,S,Penn State,218.0,4.56,35.5,,122.0,7.09,4.03,6.0,1
4999,WR,Utah,187.0,4.54,,13.0,,,,6.08,0
5000,DE,Stanford,294.0,4.97,30.0,,111.0,7.2,4.19,6.5,1
5001,TE,South Carolina,244.0,4.73,,,,,,6.42,1
5002,ILB,Clemson,243.0,4.56,37.0,23.0,122.0,7.07,4.03,6.25,1
5003,DE,Oregon,292.0,5.06,34.0,24.0,117.0,7.57,4.53,6.58,1
5004,RB,Auburn,212.0,4.53,36.5,,118.0,7.13,,5.83,1
5005,OLB,Florida,236.0,4.65,,22.0,,,,6.17,1
5006,DE,Clemson,282.0,4.8,,22.0,,,,6.33,0
5007,P,Boise State,187.0,5.14,,,,,,6.5,0
5008,OLB,Clemson,246.0,4.53,41.0,35.0,130.0,6.91,4.15,6.25,1
5009,TE,Oklahoma,252.0,4.8,33.0,14.0,116.0,6.85,4.32,6.5,1
5010,WR,Nebraska,197.0,4.42,41.5,7.0,129.0,6.66,4.15,6.08,1
5011,QB,SE Louisiana,211.0,4.81,37.0,,125.0,7.13,4.2,6.17,0
5012,DT,Ohio State,293.0,5.04,,,,,,6.17,1
5013,TE,Iowa State,258.0,4.88,,20.0,,,,6.17,0
5014,DT,Auburn,318.0,5.02,31.0,20.0,101.0,7.5,4.57,6.33,1
5015,OG,Memphis,303.0,5.57,23.5,22.0,90.0,7.9,4.65,6.33,0
5016,S,Virginia Tech,207.0,4.56,,15.0,,,,6.0,0
5017,QB,Duke,231.0,5.03,26.5,,100.0,7.47,4.62,6.0,0
5018,OG,UNLV,301.0,5.6,25.0,,103.0,7.91,4.75,6.58,0
5019,TE,Pittsburgh,268.0,5.04,30.5,20.0,112.0,7.13,4.23,6.33,1
5020,QB,South Alabama,229.0,4.72,33.0,,110.0,7.18,4.37,6.33,0
5021,K,Notre Dame,236.0,5.17,,14.0,,,,6.08,0
5022,WR,Northern Illinois,205.0,4.54,37.0,17.0,120.0,7.04,4.11,6.0,1
5023,RB,Louisville,234.0,4.63,,17.0,,,,6.17,0
5024,OT,Louisville,323.0,5.08,,,,,,6.33,1
5025,DT,Texas,319.0,5.05,29.5,26.0,98.0,7.84,4.59,6.17,1
5026,RB,Texas,224.0,4.62,34.5,19.0,117.0,6.86,4.15,5.92,0
5027,OG,Florida,355.0,5.21,23.5,20.0,97.0,8.23,4.78,6.67,1
5028,FB,Rutgers,242.0,4.65,33.0,25.0,115.0,7.2,4.34,5.92,1
